id,roll,name,description,value_cp,lucky_name,lucky_description,lucky_value_cp,tags
I0824,15,Безупречный императорский алмаз,"Очень редкая находка сразу привлекает внимание серьёзных коллекционеров. Свет на гранях помогает отличить камень, стекло и удачную подделку.",313200,Безупречный императорский алмаз — огранённое слепым мастером провидцев,"После очистки проявились редкая чистота, огранка и подтверждённое происхождение. Очень редкая вещь сохранила документированную связь с событием большой истории. Подлинная метка превращает случайную находку в событие.",4071600,"gem,tier-15"
I0825,15,Хрустальный куб с голосами древних послов,"Очень редкая находка сразу привлекает внимание серьёзных коллекционеров. Назначение странности неочевидно, но детали явно сложились не случайно.",255200,Хрустальный куб с голосами древних послов — из кабинета придворного исследователя,"Специалист распознает в ней редкость, смысл которой намного дороже внешнего вида. Очень редкая вещь сохранила документированную связь с событием большой истории. Состояние почти идеальное, а происхождение подтверждено.",3572800,"oddity,tier-15"
I0826,16,"Шляпа, стряхивающая дождевые капли","Необычная магия ощущается слабо, но действует устойчиво. Форма и следы носки сразу выдают историю головного убора.",648000,"Шляпа, стряхивающая дождевые капли — из гардероба лунной княгини","Материал оказался редким, а внутренняя метка связывает вещь с известным владельцем. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Даже неприметный вид не способен скрыть выдающееся качество.",2592000,"headwear,tier-16"
I0827,16,Сапоги тихого шага по сухим листьям,"Необычная магия ощущается слабо, но действует устойчиво. Подошва, застёжки и размер делают эту обувь вполне узнаваемой находкой.",528000,Сапоги тихого шага по сухим листьям — с парной печатью королевского сапожника,Под неприметным верхом скрылись работа прославленного сапожника и дорогая подкладка. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.,2640000,"footwear,tier-16"
I0828,16,"Рубаха, всегда пахнущая свежим бельём","Необычная магия ощущается слабо, но действует устойчиво. Ткань сохранила запах дороги, мастерской или прежнего хозяина.",330000,"Рубаха, всегда пахнущая свежим бельём — из дорожного сундука архимага","Швы выполнены драгоценной нитью, а покрой имеет коллекционное происхождение. Слабое чудо проявилось в чистой и необычайно устойчивой форме. История владельца повышает цену не меньше, чем материалы.",1980000,"clothes,tier-16"
I0829,16,"Ложка, охлаждающая горячую похлёбку","Необычная магия ощущается слабо, но действует устойчиво. На поверхности остались царапины от долгого и не всегда бережного использования.",708000,"Ложка, охлаждающая горячую похлёбку — с клеймом коронационного мастера",Клеймо мастера подтверждает редкий сплав и важную историю этой утвари. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Работа мастера узнаваема и имеет подтверждённую ценность.,4956000,"utensil,tier-16"
I0830,16,"Котелок, не позволяющий каше пригорать","Необычная магия ощущается слабо, но действует устойчиво. Копоть и вмятины рассказывают о множестве походных ужинов.",576000,"Котелок, не позволяющий каше пригорать — из кухни исчезнувшей династии",Под слоем нагара обнаружилась безупречная работа знаменитой дворцовой кухни. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Неожиданное свойство делает эту версию особенно желанной.,4608000,"cookware,tier-16"
I0831,16,"Пряник, восстанавливающий вкус на рассвете","Необычная магия ощущается слабо, но действует устойчиво. Запах, корочка и упаковка позволяют оценить свежесть без рискованной дегустации.",408000,"Пряник, восстанавливающий вкус на рассвете — по рецепту небесного кондитера",Редкий рецепт и идеально сохранившиеся ингредиенты превращают еду в дорогой деликатес. Слабое чудо проявилось в чистой и необычайно устойчивой форме. На рынке редкостей за неё наверняка начнётся спор.,3672000,"food,tier-16"
I0832,16,"Фляга, наполняющаяся утренней росой","Необычная магия ощущается слабо, но действует устойчиво. Содержимое тихо плещется и пахнет ровно так, как обещает его вид.",792000,"Фляга, наполняющаяся утренней росой — из последней бочки императорского погреба",Печать на сосуде указывает на исключительную выдержку и знаменитую партию. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Подлинная метка превращает случайную находку в событие.,7920000,"drink,tier-16"
I0833,16,"Кости, изредка светящиеся перед дождём","Необычная магия ощущается слабо, но действует устойчиво. На кости заметны насечки, следы зубов или попытка придать ей смысл.",600000,"Кости, изредка светящиеся перед дождём — с летописью древнего чудовища","Знаки оказались исторической записью, а сама кость принадлежала необычному существу. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Состояние почти идеальное, а происхождение подтверждено.",2400000,"bones,tier-16"
I0834,16,"Молоток, сам находящий расшатанный гвоздь","Необычная магия ощущается слабо, но действует устойчиво. Баланс рукояти показывает, годится ли находка для настоящей работы.",468000,"Молоток, сам находящий расшатанный гвоздь — работы кузнеца Семи Башен",Скрытое клеймо подтверждает происхождение из мастерской великого кузнеца. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Знаток заплатит за такую редкость намного больше обычного.,2340000,"hammer,tier-16"
I0835,16,"Игла, не колющая пальцы владельца","Необычная магия ощущается слабо, но действует устойчиво. Тонкий инструмент пережил владельца и сохранил следы его ремесла.",888000,"Игла, не колющая пальцы владельца — из набора швеи при дворе фей",Игла сделана из необычного металла и выполняет тонкую работу почти без усилий. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Скрытая деталь делает находку одновременно полезной и коллекционной.,5328000,"needle,tier-16"
I0836,16,"Верёвка, запоминающая последний узел","Необычная магия ощущается слабо, но действует устойчиво. Волокна, узлы и влажность честно показывают остаток прочности.",648000,"Верёвка, запоминающая последний узел — сплетённая хранителями маяка","Плетение не боится огня и воды, хотя с виду верёвка остаётся совершенно обычной. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Редкая особенность раскрывается только при внимательном осмотре.",4536000,"rope,tier-16"
I0837,16,"Сумка, сохраняющая хлеб свежим неделю","Необычная магия ощущается слабо, но действует устойчиво. Внутри сохранился запах прежнего содержимого и немного дорожной пыли.",528000,"Сумка, сохраняющая хлеб свежим неделю — с тайным отделением королевского курьера",Потайной шов открыл ценную работу и надёжное внутреннее отделение. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Даже неприметный вид не способен скрыть выдающееся качество.,4224000,"container,tier-16"
I0838,16,"Перо, исправляющее случайные кляксы","Необычная магия ощущается слабо, но действует устойчиво. Пятна чернил и состояние наконечника говорят о последнем писавшем.",330000,"Перо, исправляющее случайные кляксы — принадлежавшее великому летописцу","Инструмент узнаёт руку владельца и оставляет особенно стойкие, красивые линии. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.",2970000,"writing,tier-16"
I0839,16,"Книга с оглавлением, отвечающим на шёпот","Необычная магия ощущается слабо, но действует устойчиво. Переплёт, поля и закладки выдают, насколько часто текстом пользовались.",708000,"Книга с оглавлением, отвечающим на шёпот — с авторскими пометами первого издания","Между страницами обнаружены авторские пометы, резко повышающие ценность тома. Слабое чудо проявилось в чистой и необычайно устойчивой форме. История владельца повышает цену не меньше, чем материалы.",7080000,"book,tier-16"
I0840,16,"Грамота, читаемая при любом освещении","Необычная магия ощущается слабо, но действует устойчиво. Печати и подписи можно изучить, хотя назначение бумаги не всегда радует.",576000,"Грамота, читаемая при любом освещении — скреплённое печатью забытого престола","Подлинность подтверждена редкой печатью, а содержание имеет историческую цену. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Работа мастера узнаваема и имеет подтверждённую ценность.",2304000,"document,tier-16"
I0841,16,"Монета, возвращающаяся в кошель к вечеру","Необычная магия ощущается слабо, но действует устойчиво. Находка связана с мелкой торговлей и хранит следы множества рук.",408000,"Монета, возвращающаяся в кошель к вечеру — из закрытой коллекции монетного двора",Незаметная отметка превращает торговую мелочь в редкий нумизматический объект. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Неожиданное свойство делает эту версию особенно желанной.,2040000,"trade,tier-16"
I0842,16,Брошь тёплого зимнего света,"Необычная магия ощущается слабо, но действует устойчиво. Даже при беглом осмотре видны качество оправы и состояние металла.",792000,Брошь тёплого зимнего света — из сокровищницы звёздного ювелира,Камни и металл подтвердили происхождение из известной ювелирной школы. Слабое чудо проявилось в чистой и необычайно устойчивой форме. На рынке редкостей за неё наверняка начнётся спор.,4752000,"jewelry,tier-16"
I0843,16,"Игрушечный солдатик, стоящий на страже","Необычная магия ощущается слабо, но действует устойчиво. Игрушка пережила шумные игры и несколько неумелых починок.",600000,"Игрушечный солдатик, стоящий на страже — первой серии великого игрушечника","Это ранняя работа знаменитого мастера, сохранившая редкий механизм. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Подлинная метка превращает случайную находку в событие.",4200000,"toy,tier-16"
I0844,16,Чётки спокойного сна,"Необычная магия ощущается слабо, но действует устойчиво. Символы нанесены старательно, хотя их смысл понятен не каждому жрецу.",468000,Чётки спокойного сна — признанная храмовой реликвией,"Реликвия признана храмом и несёт след подлинного благословения. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Состояние почти идеальное, а происхождение подтверждено.",3744000,"religion,tier-16"
I0845,16,Флейта для призыва певчих птиц,"Необычная магия ощущается слабо, но действует устойчиво. Звук зависит от состояния дерева, металла и терпения исполнителя.",888000,Флейта для призыва певчих птиц — из личного оркестра серебряного дракона,Редкий тембр и подпись мастера делают инструмент желанным для коллекционера. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Знаток заплатит за такую редкость намного больше обычного.,7992000,"music,tier-16"
I0846,16,"Силки, предупреждающие о разумной добыче","Необычная магия ощущается слабо, но действует устойчиво. Потёртости показывают, на какую добычу и как часто с вещью ходили.",648000,"Силки, предупреждающие о разумной добыче — из арсенала королевского ловчего",Точная подгонка и необычный материал заметно улучшают охотничьи свойства. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Скрытая деталь делает находку одновременно полезной и коллекционной.,6480000,"hunting,tier-16"
I0847,16,"Поплавок, различающий рыбу и корягу","Необычная магия ощущается слабо, но действует устойчиво. Соль, леска и чешуя оставили на снасти честную биографию.",528000,"Поплавок, различающий рыбу и корягу — снасть легендарного речного следопыта",Снасть принадлежала знаменитому ловцу и безошибочно чувствует крупную добычу. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Редкая особенность раскрывается только при внимательном осмотре.,2112000,"fishing,tier-16"
I0848,16,"Канат, не обрастающий морскими ракушками","Необычная магия ощущается слабо, но действует устойчиво. Запах смолы и соли выдаёт долгую службу рядом с водой.",330000,"Канат, не обрастающий морскими ракушками — с флагмана пропавшей экспедиции",Корабельная метка связывает находку с легендарным плаванием. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Даже неприметный вид не способен скрыть выдающееся качество.,1650000,"nautical,tier-16"
I0849,16,"Лопатка, сама очищающаяся от земли","Необычная магия ощущается слабо, но действует устойчиво. Земля в щелях и затёртая рукоять говорят о привычной работе.",708000,"Лопатка, сама очищающаяся от земли — награда победителю Праздника Урожая",Инструмент идеально сбалансирован и когда-то был наградой лучшему земледельцу. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.,4248000,"farming,tier-16"
I0850,16,"Кирка, звенящая рядом с пустотами","Необычная магия ощущается слабо, но действует устойчиво. Каменная пыль забилась в каждую выемку этой шахтёрской вещи.",576000,"Кирка, звенящая рядом с пустотами — настроенное на жилу звёздного серебра","Находка откликается на ценные жилы едва заметным теплом. Слабое чудо проявилось в чистой и необычайно устойчивой форме. История владельца повышает цену не меньше, чем материалы.",4032000,"mining,tier-16"
I0851,16,Рубанок без древесной стружки,"Необычная магия ощущается слабо, но действует устойчиво. Смола и тонкая стружка сохранились возле рабочих кромок.",408000,Рубанок без древесной стружки — из мастерской говорящего дерева,Работа принадлежит именитому резчику и удивительно бережно обращается с деревом. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Работа мастера узнаваема и имеет подтверждённую ценность.,3264000,"woodcraft,tier-16"
I0852,16,"Клещи, безопасно держащие горячий металл","Необычная магия ощущается слабо, но действует устойчиво. Окалина и следы жара не оставляют сомнений в кузнечном прошлом.",792000,"Клещи, безопасно держащие горячий металл — закалённое в огне Великой Кузни",Сплав и закалка соответствуют утраченной технике большой мастерской. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Неожиданное свойство делает эту версию особенно желанной.,7128000,"smithing,tier-16"
I0853,16,"Отмычка, меняющая толщину кончика","Необычная магия ощущается слабо, но действует устойчиво. Размер и гибкость намекают на задачи, о которых не пишут в накладных.",600000,"Отмычка, меняющая толщину кончика — из комплекта королевской разведки",Набор создан для королевского разведчика и почти не оставляет следов применения. Слабое чудо проявилось в чистой и необычайно устойчивой форме. На рынке редкостей за неё наверняка начнётся спор.,6000000,"thieves,tier-16"
I0854,16,"Колба, определяющая испорченные зелья","Необычная магия ощущается слабо, но действует устойчиво. Осадок и цвет позволяют строить догадки, но не советуют пробовать содержимое.",468000,"Колба, определяющая испорченные зелья — из лаборатории первого трансмутатора",Состав сохранил чистоту и относится к редкой работе признанного алхимика. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Подлинная метка превращает случайную находку в событие.,1872000,"alchemy,tier-16"
I0855,16,"Бинт, останавливающий небольшое кровотечение","Необычная магия ощущается слабо, но действует устойчиво. Запах трав и аккуратность упаковки показывают уровень прежнего лекаря.",888000,"Бинт, останавливающий небольшое кровотечение — из сумки святого полевого лекаря","Внутри обнаружены дорогие средства полевого хирурга и безупречные инструменты. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Состояние почти идеальное, а происхождение подтверждено.",4440000,"medicine,tier-16"
I0856,16,Палатка с сухим кругом у входа,"Необычная магия ощущается слабо, но действует устойчиво. Пыль дорог и следы дождя видны сильнее любой торговой марки.",648000,Палатка с сухим кругом у входа — из снаряжения похода за край карты,"Снаряжение необычно лёгкое, прочное и рассчитано на самые тяжёлые переходы. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Знаток заплатит за такую редкость намного больше обычного.",3888000,"camping,tier-16"
I0857,16,"Фонарь, не отбрасывающий тени владельца","Необычная магия ощущается слабо, но действует устойчиво. Копоть вокруг огня рассказывает, насколько ровно он когда-то горел.",528000,"Фонарь, не отбрасывающий тени владельца — с негасимым огнём хранителей рассвета",Источник света расходует топливо почти незаметно и не гаснет от обычного ветра. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Скрытая деталь делает находку одновременно полезной и коллекционной.,3696000,"light,tier-16"
I0858,16,"Компас, указывающий на ближайшую дорогу","Необычная магия ощущается слабо, но действует устойчиво. Стрелки, шкалы и потёртый корпус ещё могут подсказать направление.",330000,"Компас, указывающий на ближайшую дорогу — из обсерватории забытого мореплавателя",Прибор изготовлен для дальней экспедиции и замечает даже магические искажения пути. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Редкая особенность раскрывается только при внимательном осмотре.,2640000,"navigation,tier-16"
I0859,16,"Кожанка, смягчающая случайные падения","Необычная магия ощущается слабо, но действует устойчиво. Вмятины и ремни показывают, какую защиту предмет способен дать сейчас.",708000,"Кожанка, смягчающая случайные падения — из личной оружейной палаты героя",Под поздними заплатами обнаружена работа оружейника исторического значения. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Даже неприметный вид не способен скрыть выдающееся качество.,6372000,"armor,tier-16"
I0860,16,"Щит, не намокающий под дождём","Необычная магия ощущается слабо, но действует устойчиво. Кромка и крепления хранят следы ударов, которые принял прежний владелец.",576000,"Щит, не намокающий под дождём — с гербом спасённого королевства",Геральдика и редкий сердечник превращают защиту в ценную реликвию. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.,5760000,"shield,tier-16"
I0861,16,"Кинжал, никогда не тупящийся о верёвку","Необычная магия ощущается слабо, но действует устойчиво. Короткий клинок удобно осмотреть по заточке, гарде и следам ржавчины.",408000,"Кинжал, никогда не тупящийся о верёвку — из тайного набора придворного дуэлянта","Сталь скрывает безупречную закалку и происхождение из личного арсенала мастера. Слабое чудо проявилось в чистой и необычайно устойчивой форме. История владельца повышает цену не меньше, чем материалы.",1632000,"dagger,tier-16"
I0862,16,"Меч, светящийся рядом с ржавчиной","Необычная магия ощущается слабо, но действует устойчиво. Длинный клинок оценивается по балансу, прямизне и состоянию ножен.",792000,"Меч, светящийся рядом с ржавчиной — с подписью мастера легендарных клинков",После очистки открылись подпись оружейника и выдающийся узор закалки. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Работа мастера узнаваема и имеет подтверждённую ценность.,3960000,"sword,tier-16"
I0863,16,"Топор, раскалывающий сырые поленья одним ударом","Необычная магия ощущается слабо, но действует устойчиво. Рабочая кромка и посадка топорища показывают характер прежней службы.",600000,"Топор, раскалывающий сырые поленья одним ударом — выкованное для наследника подгорного трона","Редкий металл держит заточку, а клеймо связывает топор с прославленным походом. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Неожиданное свойство делает эту версию особенно желанной.",3600000,"axe,tier-16"
I0864,16,"Лук, не боящийся сырой погоды","Необычная магия ощущается слабо, но действует устойчиво. Плечи, тетива и изгиб сохраняют память о множестве выстрелов.",468000,"Лук, не боящийся сырой погоды — из тисовой рощи первого лучника",Точная работа даёт исключительную плавность и принадлежит знаменитому стрелку. Слабое чудо проявилось в чистой и необычайно устойчивой форме. На рынке редкостей за неё наверняка начнётся спор.,3276000,"bow,tier-16"
I0865,16,"Стрела, возвращающаяся после промаха","Необычная магия ощущается слабо, но действует устойчиво. Оперение и наконечник подсказывают назначение боеприпаса.",888000,"Стрела, возвращающаяся после промаха — с наконечником из упавшей звезды",Редкая балансировка и особый наконечник делают единственный выстрел чрезвычайно ценным. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Подлинная метка превращает случайную находку в событие.,7104000,"projectile,tier-16"
I0866,16,"Посох, оставляющий видимые только владельцу метки","Необычная магия ощущается слабо, но действует устойчиво. Следы ладоней и дорожные зарубки покрывают посох почти целиком.",648000,"Посох, оставляющий видимые только владельцу метки — выросшее из ветви мирового древа","Внутри древесины обнаружена тонкая сердцевина с полезным необычным свойством. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Состояние почти идеальное, а происхождение подтверждено.",5832000,"staff,tier-16"
I0867,16,"Седло, успокаивающее пугливую лошадь","Необычная магия ощущается слабо, но действует устойчиво. Ремни и пряжки подогнаны под конкретного зверя и долгую дорогу.",528000,"Седло, успокаивающее пугливую лошадь — из церемониальной упряжи единорога",Материалы достойны королевской конюшни и необычно удобны для животного. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Знаток заплатит за такую редкость намного больше обычного.,5280000,"animal,tier-16"
I0868,16,"Кулон, переводящий кошачье мурлыканье","Необычная магия ощущается слабо, но действует устойчиво. Едва заметная странность отличает вещицу от совершенно обычного хлама.",330000,"Кулон, переводящий кошачье мурлыканье — с устойчивым малым чудом внутри","Малое чудо оказалось стабильным, полезным и работой известного чародея. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Скрытая деталь делает находку одновременно полезной и коллекционной.",1320000,"magic,tier-16"
I0869,16,Гоблинский чайник бесшумного кипения,"Необычная магия ощущается слабо, но действует устойчиво. Гоблинская практичность смешана здесь с самоуверенным украшательством.",708000,Гоблинский чайник бесшумного кипения — из трофейной кладовой великого вождя,Вещь принадлежала знаменитому гоблинскому вождю и содержит хитрый секрет. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Редкая особенность раскрывается только при внимательном осмотре.,3540000,"goblin,tier-16"
I0870,16,"Дварфский уровень, показывающий скрытый наклон","Необычная магия ощущается слабо, но действует устойчиво. Дворфская манера видна по тяжести, рунам и упрямой прочности.",576000,"Дварфский уровень, показывающий скрытый наклон — с рунами прародителя клана","Руны называют древний клан, а качество достойно наследственной сокровищницы. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Даже неприметный вид не способен скрыть выдающееся качество.",3456000,"dwarf,tier-16"
I0871,16,Эльфийская лента незаметного шва,"Необычная магия ощущается слабо, но действует устойчиво. Эльфийская работа узнаётся по лёгким линиям и вниманию к мелочам.",408000,Эльфийская лента незаметного шва — с подписью мастера Лунного Двора,Подлинная подпись мастера и редкий материал делают изделие музейным. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.,2856000,"elf,tier-16"
I0872,16,"Плащ, меняющий герб по команде","Необычная магия ощущается слабо, но действует устойчиво. Человеческая вещь хранит понятные следы службы, ремонта и дороги.",792000,"Плащ, меняющий герб по команде — из багажа основателя столицы","Монограмма связывает её с важным историческим лицом, а состояние удивительно хорошо. Слабое чудо проявилось в чистой и необычайно устойчивой форме. История владельца повышает цену не меньше, чем материалы.",6336000,"human,tier-16"
I0873,16,Рюкзак с невесомым внешним карманом,"Необычная магия ощущается слабо, но действует устойчиво. Каждая царапина отмечает новый участок долгого маршрута.",600000,Рюкзак с невесомым внешним карманом — из комплекта Последней Экспедиции,Эта версия создавалась для великой экспедиции и продумана до последней застёжки. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Работа мастера узнаваема и имеет подтверждённую ценность.,5400000,"travel,tier-16"
I0874,16,"Весы, распознающие фальшивое серебро","Необычная магия ощущается слабо, но действует устойчиво. Бирки и упаковка выдают товар, который когда-то ждал покупателя.",468000,"Весы, распознающие фальшивое серебро — из опечатанного товара Гильдии Чудес",Происхождение и редкость позволяют продать находку серьёзному коллекционеру. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Неожиданное свойство делает эту версию особенно желанной.,4680000,"merchant,tier-16"
I0875,16,"Резец, повторяющий простой орнамент","Необычная магия ощущается слабо, но действует устойчиво. Следы краски, глины или клея точно называют ремесло владельца.",888000,"Резец, повторяющий простой орнамент — из наследия великого ремесленника",Инструмент принадлежал признанному мастеру и сам по себе считается произведением искусства. Слабое чудо проявилось в чистой и необычайно устойчивой форме. На рынке редкостей за неё наверняка начнётся спор.,3552000,"artisan,tier-16"
I0876,16,"Щётка, собирающая пыль в аккуратный шар","Необычная магия ощущается слабо, но действует устойчиво. Бытовая вещь честно показывает привычки и достаток прежнего дома.",648000,"Щётка, собирающая пыль в аккуратный шар — из сервиза посольского дворца",Незаметная деталь выдаёт заказ для дворца и исключительное качество изготовления. Слабое чудо проявилось в чистой и необычайно устойчивой форме. Подлинная метка превращает случайную находку в событие.,3240000,"household,tier-16"
